Time,Mic,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA
s,Run LEQ,g RMS,g RMS,g RMS,g RMS, g RMS,g Peak,g Peak,g Peak,g Peak, g Peak,mm/s RMS,mm/s RMS,mm/s RMS,mm/s RMS, mm/s RMS,mm/s Peak,mm/s Peak,mm/s Peak,mm/s Peak, mm/s Peak
3675747737,106.768,0.512,0.084,0.956,0.808,0.081,2.031,0.185,4.085,3.224,0.175,9.099,8.33,11.573,5.766,8.065,16.389,19.333,20.45,12.457,19.17
3675747738,106.572,0.5,0.083,0.991,0.805,0.082,1.772,0.173,4.128,3.457,0.172,8.877,7.536,11.7,5.817,7.431,16.127,18.944,20.195,12.867,18.72
3675747739,106.714,0.518,0.083,0.983,0.831,0.082,2.185,0.173,4.225,3.842,0.168,9.007,7.607,11.607,5.772,7.399,16.676,21.668,20.266,12.657,20.127
3675747740,106.717,0.519,0.082,0.955,0.795,0.081,2.055,0.172,3.607,3.87,0.175,9.098,7.188,11.603,5.832,6.895,16.983,17.45,20.246,14.682,17.43
3675747741,106.56,0.514,0.082,0.991,0.819,0.082,1.958,0.178,3.976,3.36,0.172,8.96,7.558,11.634,5.802,7.735,16.17,17.712,20.575,14.312,17.582
3675747742,106.438,0.507,0.083,0.977,0.804,0.082,1.886,0.172,3.87,3.176,0.18,9.049,7.103,11.591,5.771,7.831,16.575,19.114,20.726,13.593,20.812
3675747743,106.758,0.509,0.083,1,0.807,0.081,1.866,0.176,4.013,3.224,0.175,9.13,8.371,11.658,5.806,7.944,16.479,19.557,20.312,12.245,21.493
3675747744,106.603,0.509,0.084,0.983,0.818,0.082,1.964,0.174,4.047,3.342,0.172,8.977,7.093,11.698,5.828,7.434,16.207,19.673,20.697,12.844,19.301
3675747745,106.448,0.511,0.083,0.957,0.806,0.08,1.848,0.181,3.725,3.279,0.176,9.027,8.391,11.718,5.862,7.319,16.375,19.277,20.655,14.052,17.101
3675747746,106.739,0.513,0.083,0.991,0.799,0.082,2.063,0.263,4.302,3.328,0.177,9.126,7.811,11.73,5.853,7.886,16.138,18.887,20.524,12.856,19.076
3675747747,106.735,0.513,0.083,0.962,0.812,0.08,1.96,0.17,3.82,3.441,0.171,9.109,7.658,11.739,5.863,7.466,16.403,17.234,20.484,13.044,19.623
3675747748,106.704,0.508,0.084,0.973,0.822,0.082,1.983,0.18,4.315,3.151,0.175,9.074,7.232,11.59,5.894,7.828,16.453,18.625,21.22,15.097,18.078
3675747749,106.542,0.512,0.082,0.96,0.816,0.081,1.814,0.176,3.915,3.4,0.177,9.016,7.79,11.594,5.739,7.517,16.268,18.322,20.535,12.827,19.262
3675747750,106.895,0.52,0.083,1.012,0.801,0.081,2.098,0.178,4.221,3.025,0.172,9.272,7.298,11.516,5.775,7.725,16.897,18.221,20.535,13.777,19.008
3675747751,106.765,0.518,0.082,1.025,0.809,0.08,2.028,0.18,4.873,3.361,0.176,8.937,7.832,11.735,5.907,7.001,15.518,17.87,20.387,13.878,19.24
3675747752,106.709,0.513,0.083,0.982,0.823,0.081,2.097,0.179,3.823,3.403,0.171,9.1,7.232,11.686,5.852,7.818,16.251,16.715,20.603,13.065,19.343
3675747753,106.426,0.505,0.083,1.014,0.8,0.08,2.113,0.173,4.3,3.437,0.167,8.964,8.128,11.818,5.845,7.337,16.054,19.353,20.807,12.628,16.808
3675747754,106.523,0.512,0.084,0.989,0.82,0.082,2.041,0.178,3.717,3.423,0.174,9.032,7.298,11.837,5.984,7.759,15.859,17.716,20.522,13.751,18.921
3675747755,106.976,0.519,0.082,0.951,0.789,0.081,1.997,0.171,3.576,3.54,0.182,9.223,8.064,11.661,5.827,6.943,16.474,19.425,21.355,14.1,16.831
3675747756,107.106,0.517,0.083,0.973,0.801,0.082,2.05,0.17,4.774,3.386,0.179,9.169,7.335,11.59,5.828,8.319,16.385,17.908,21.162,13.941,20.493
3675747757,106.504,0.524,0.083,0.997,0.819,0.08,1.87,0.188,4.178,3.461,0.174,9.137,7.615,11.677,5.791,6.976,16.276,20.076,21.321,12.383,18.507
3675747758,106.806,0.519,0.083,0.987,0.81,0.082,1.944,0.176,3.819,4.323,0.178,9.294,7.398,11.668,5.987,7.958,17.31,18.313,20.224,14.387,19.04
3675747759,106.802,0.513,0.082,0.974,0.828,0.081,1.875,0.174,3.605,3.215,0.179,9.128,7.99,11.641,5.936,7.363,16.645,18.967,19.81,13.189,18.713
3675747760,106.867,0.516,0.083,0.955,0.81,0.082,2.011,0.179,3.778,3.451,0.173,9.261,7.25,11.681,5.866,7.867,16.468,16.94,21.125,13.243,18.832
3675747761,106.869,0.513,0.084,0.982,0.795,0.08,2.002,0.175,3.844,3.351,0.18,9.105,8.431,11.665,5.797,7.421,16.941,17.965,20.443,12.036,17.099
3675747762,106.881,0.508,0.082,0.969,0.805,0.082,1.837,0.177,4.288,3.418,0.175,9.109,7.098,11.661,5.886,8.177,15.79,19.663,19.67,15.367,18.748
3675747763,106.718,0.51,0.084,0.995,0.817,0.081,2.26,0.178,4.344,3.932,0.175,9.03,7.413,11.694,5.801,6.819,17.055,16.256,20.106,12.466,16.684
3675747764,106.86,0.511,0.082,0.985,0.8,0.081,2.099,0.218,3.705,3.247,0.18,9.12,6.976,11.539,5.725,7.661,16.446,18.154,20.183,12.651,19.519
3675747765,106.992,0.514,0.084,0.951,0.817,0.082,1.824,0.182,3.778,3.335,0.17,9.237,8.542,11.551,5.763,7.579,16.409,18.862,19.944,12.466,18.829
3675747766,106.638,0.499,0.082,1.007,0.803,0.081,1.916,0.177,4.166,3.888,0.172,9.053,6.809,11.547,5.749,7.925,17.123,17.103,20.243,12.352,18.727
3675747767,106.929,0.496,0.083,0.967,0.787,0.081,1.894,0.176,3.503,3.338,0.175,9.154,7.782,11.568,5.777,7.179,17.11,18.227,20.336,12.548,17.445
3675747768,107.041,0.509,0.082,0.955,0.803,0.08,1.914,0.172,4.122,3.296,0.173,9.203,6.986,11.596,5.813,7.741,16.815,16.943,19.616,12.23,18.413
3675747769,106.784,0.503,0.084,0.965,0.818,0.082,1.919,0.177,3.842,3.406,0.167,9.049,8.812,11.581,5.773,7.153,16.148,20.351,21.251,12.15,18.668
3675747770,107.23,0.499,0.082,0.95,0.815,0.081,1.775,0.178,3.85,3.58,0.176,9.358,7.151,11.624,5.779,7.781,17.323,18.375,20.194,12.189,18.707
3675747771,107.127,0.499,0.084,0.999,0.794,0.081,2.016,0.193,3.96,3.164,0.177,9.345,9.047,11.548,5.744,7.329,17.127,20.158,20.448,12.018,19.093
3675747772,106.82,0.501,0.082,0.995,0.807,0.08,1.781,0.171,3.745,3.327,0.188,9.267,7.003,11.537,5.815,7.574,16.513,17.843,19.599,12.893,18.487
3675747773,106.997,0.49,0.083,0.982,0.799,0.082,1.762,0.174,4.01,3.392,0.173,9.483,7.999,11.534,5.755,7.52,17.598,18.301,20.228,12.062,17.669
3675747774,106.947,0.493,0.082,0.981,0.782,0.081,1.79,0.178,3.796,3.155,0.173,9.381,7.521,11.514,5.78,7.556,16.297,18.414,19.989,12.17,18.677
3675747775,106.97,0.497,0.085,0.994,0.818,0.082,1.927,0.178,3.961,3.788,0.173,9.26,8.348,11.569,5.79,6.929,15.957,19.514,19.686,13.338,16.434
3675747776,106.868,0.498,0.083,0.933,0.799,0.081,1.962,0.189,3.654,3.9,0.176,9.41,7.631,11.519,5.829,7.442,16.801,18.269,19.447,13.663,18.589
3675747777,107.022,0.504,0.083,0.944,0.792,0.082,1.973,0.183,4.162,3.355,0.17,9.41,8.184,11.47,5.77,6.925,16.799,19.415,20.382,13.55,17.465
3675747778,106.635,0.504,0.083,0.964,0.837,0.081,2.562,0.182,3.722,3.605,0.171,9.267,7.305,11.556,5.826,7.918,17.182,16.658,20.474,13.341,18.256
3675747779,106.787,0.495,0.083,0.972,0.816,0.081,1.849,0.177,3.898,4.286,0.177,9.168,7.657,11.61,5.776,7.661,17.76,18.693,20.293,12.828,20.941
3675747780,106.844,0.511,0.082,0.973,0.826,0.081,1.857,0.174,4.24,3.399,0.176,9.297,7.575,11.517,5.773,7.943,16.982,18.545,20.732,12.943,19.244
3675747781,106.904,0.498,0.084,0.987,0.801,0.081,1.828,0.183,3.703,3.643,0.176,9.36,7.946,11.525,5.785,7.346,16.794,19.255,19.589,12.983,18.654
3675747782,106.696,0.498,0.083,1.041,0.823,0.081,1.83,0.173,4.238,3.329,0.174,9.32,7.534,11.583,5.793,7.285,16.913,16.956,20.098,12.267,18.536
3675747783,106.727,0.508,0.083,0.95,0.791,0.081,2.011,0.173,3.982,3.449,0.176,9.439,7.752,11.555,5.762,7.716,16.907,18.466,19.999,14.424,19.087
3675747784,106.836,0.501,0.081,0.98,0.817,0.082,1.849,0.173,4.13,3.34,0.183,9.436,7.375,11.513,5.728,8.273,17.603,19.668,19.972,13.202,19.754
3675747785,107.048,0.498,0.085,0.972,0.821,0.082,1.952,0.176,3.626,3.43,0.181,9.564,8.214,11.447,5.787,7.715,17.406,18.647,19.873,12.923,18.801
3675747786,106.944,0.501,0.083,0.994,0.781,0.081,1.982,0.18,4.56,3.219,0.174,9.582,8.23,11.527,5.769,7.908,17.214,18.127,20.41,12.115,16.647
3675747787,106.98,0.499,0.083,0.951,0.796,0.082,1.675,0.173,4.238,3.279,0.178,9.571,7.693,11.568,5.843,7.456,16.806,20.792,20.07,13.75,19.887
3675747788,106.667,0.499,0.082,0.935,0.795,0.08,1.993,0.167,3.956,3.577,0.173,9.336,7.362,11.636,5.807,7.334,16.701,15.613,20.67,12.71,15.509
3675747789,106.785,0.499,0.083,0.964,0.803,0.082,2.011,0.178,4.283,3.295,0.173,9.397,7.893,11.59,5.754,8.011,16.494,19.247,20.005,13.505,19.201
3675747790,106.685,0.507,0.082,0.997,0.834,0.08,2.15,0.177,4.935,3.139,0.173,9.389,7.899,11.568,5.793,7.526,17.518,20.171,20.189,12.839,19.442
3675747791,106.663,0.516,0.083,0.997,0.827,0.082,1.893,0.176,4.937,3.859,0.179,9.311,7.186,11.581,5.832,7.553,17.47,17.809,20.732,13.348,18.056
3675747792,107.057,0.498,0.082,0.967,0.8,0.081,1.809,0.176,3.955,3.183,0.168,9.402,8.08,11.57,5.768,7.626,17.463,18.173,19.806,12.485,18.623
3675747793,106.78,0.494,0.082,0.987,0.798,0.081,1.966,0.176,4.538,3.747,0.185,9.172,7.854,11.681,5.946,7.619,16.432,18.516,20.088,13.591,19.524
3675747794,106.702,0.501,0.083,0.957,0.818,0.081,2.273,0.174,3.835,3.173,0.172,9.221,8.271,11.589,5.807,7.07,16.188,20.34,19.882,12.967,18.176
3675747795,106.608,0.495,0.083,0.981,0.791,0.082,1.803,0.182,4.562,3.042,0.18,9.065,7.079,11.791,5.797,7.778,16.48,17.879,20.858,12.236,18.463
3675747796,106.698,0.502,0.083,0.962,0.828,0.081,1.791,0.18,3.808,3.998,0.173,9.327,7.893,11.6,5.823,7.312,16.705,19.633,20.179,13.885,19.417
3675747797,106.958,0.504,0.083,0.944,0.799,0.082,1.833,0.172,3.748,2.932,0.18,9.317,7.365,11.64,5.793,7.79,17.722,19.054,20.158,12.578,17.592
3675747798,106.999,0.505,0.083,0.94,0.803,0.08,2.116,0.178,4.016,3.908,0.176,9.225,8.599,11.522,5.751,8.071,16.772,21.06,19.943,12.651,21.34
3675747799,106.834,0.501,0.083,0.92,0.79,0.082,1.72,0.173,3.646,3.27,0.171,9.213,7.85,11.587,5.853,8.056,16.494,19.449,20.5,13.847,20.81
3675747800,106.512,0.505,0.083,0.96,0.796,0.08,2.428,0.181,4.189,3.662,0.176,9.066,7.886,11.82,5.844,7.333,16.414,19.496,20.192,12.386,18.079
3675747801,106.318,0.496,0.083,0.951,0.817,0.082,1.788,0.19,3.74,3.754,0.174,8.817,7.951,11.816,5.879,7.667,15.894,19.129,20.93,12.763,17.681
3675747802,106.713,0.5,0.082,0.97,0.831,0.08,1.95,0.176,3.938,3.731,0.173,9.178,8.21,11.564,6.016,6.68,16.824,19.282,20.219,14.055,19.617
3675747803,106.553,0.507,0.083,0.987,0.813,0.082,2.083,0.172,3.921,3.457,0.178,9.081,7.794,11.668,5.875,7.713,16.835,19.373,20.212,15.169,16.609
3675747804,106.879,0.51,0.084,0.989,0.824,0.081,2.012,0.184,4.149,3.401,0.175,9.116,8.405,11.596,5.9,6.733,16.185,18.488,20.086,14.225,16.695
3675747805,106.748,0.51,0.083,0.957,0.805,0.082,1.987,0.185,3.705,3.249,0.173,9.082,6.453,11.568,5.736,8.421,16.289,16.463,20.177,12.775,20.789
3675747806,106.684,0.504,0.082,1.01,0.804,0.081,1.867,0.17,4.426,3.422,0.176,9.094,7.679,11.539,5.904,7.162,16.126,17.992,20.227,14.58,20.056
3675747807,106.657,0.504,0.084,0.998,0.789,0.081,1.984,0.181,4.1,3.266,0.183,9.165,7.469,11.646,5.794,8.071,16.158,19.02,20.962,12.404,19.735
3675747808,106.803,0.503,0.082,0.972,0.812,0.082,1.844,0.177,3.644,3.571,0.177,9.096,7.663,11.675,5.815,7.832,16.859,18.238,20.575,12.629,21.361
3675747809,106.656,0.508,0.085,1.011,0.8,0.081,1.98,0.176,4.046,3.475,0.176,9.118,7.4,11.65,5.79,7.416,16.651,17.756,20.808,12.134,20.592
3675747810,106.688,0.509,0.084,0.965,0.815,0.082,2.044,0.19,3.89,3.711,0.174,9.043,8.345,11.642,5.875,7.328,16.735,18.643,19.864,14.243,17.526
3675747811,106.522,0.508,0.082,0.964,0.815,0.08,1.771,0.169,3.95,3.329,0.176,8.93,6.375,11.7,5.896,7.439,16.225,17.38,20.22,16.016,18.489
3675747812,106.296,0.5,0.083,1.003,0.84,0.081,1.847,0.173,4.11,3.361,0.176,8.839,8.627,11.725,5.841,7.512,16.05,20.485,20.113,12.74,19.002
3675747813,106.651,0.493,0.083,1.014,0.791,0.08,1.909,0.17,3.671,3.22,0.172,9.125,7.107,11.644,5.788,7.403,16.247,16.756,20.544,13.46,17.931
3675747814,106.794,0.501,0.082,1.006,0.817,0.082,1.785,0.18,4.336,3.277,0.174,9.021,7.411,11.649,5.785,7.433,16.585,18.553,20.455,13.401,18.947
3675747815,106.764,0.505,0.083,0.991,0.808,0.08,1.825,0.174,3.952,3.564,0.17,9.192,7.388,11.64,5.791,7.495,16.794,18.428,20.166,12,19.817
3675747816,106.772,0.493,0.083,0.976,0.784,0.082,1.85,0.173,3.658,3.793,0.182,9.134,7.734,11.51,5.894,6.605,16.077,18.539,20.194,16.345,17.082
3675747817,106.753,0.51,0.084,1.009,0.805,0.081,1.866,0.173,3.976,3.509,0.172,9.107,7.41,11.625,5.838,7.77,16.062,20.322,20.486,14.282,17.859
3675747818,106.788,0.503,0.082,0.964,0.794,0.082,1.818,0.184,4.042,3.185,0.175,9.136,7.9,11.591,5.8,6.892,16.326,19.593,20.379,12.4,17.544
3675747819,106.354,0.504,0.083,0.966,0.815,0.081,1.89,0.177,4.036,3.443,0.177,9.02,6.753,11.731,5.763,7.999,16.583,18.41,20.62,12.488,17.534
3675747820,106.731,0.495,0.084,0.959,0.807,0.082,1.661,0.179,3.667,2.973,0.175,9.144,7.661,11.585,5.792,7.641,16.302,17.335,20.613,13.091,19.525
3675747821,106.671,0.497,0.084,0.961,0.816,0.081,1.867,0.182,3.78,3.583,0.176,9.023,8.344,11.501,5.81,8.109,15.978,19.837,20.301,15.39,19.363
3675747822,106.744,0.5,0.083,0.959,0.817,0.082,2.016,0.179,3.706,3.334,0.178,9.156,7.785,11.59,5.773,7.905,16.717,17.481,20.666,12.481,20.152
3675747823,106.689,0.503,0.082,0.967,0.802,0.081,1.741,0.174,4.095,3.657,0.177,9.075,7.542,11.644,5.763,8.62,15.954,17.817,19.967,12.234,19.306
3675747824,106.703,0.493,0.083,1.02,0.816,0.081,1.915,0.176,4.196,3.339,0.166,9.056,7.847,11.623,5.813,7.021,16.686,19.084,20.468,13.351,17.776
3675747825,106.514,0.491,0.082,0.964,0.803,0.081,1.817,0.174,3.925,3.238,0.179,9.034,6.583,11.704,5.839,8.037,15.882,19.154,20.731,12.861,16.324
3675747826,106.939,0.496,0.084,0.978,0.792,0.081,2.176,0.178,3.75,3.372,0.17,9.191,7.765,11.59,5.763,7.86,16.091,16.745,20.157,13.181,20.547
3675747827,106.736,0.5,0.082,1.007,0.798,0.081,1.83,0.178,4.284,3.362,0.18,9.158,8.349,11.666,5.775,7.767,16.956,21.049,20.214,12.13,21.64
3675747828,106.625,0.493,0.084,0.993,0.789,0.081,1.782,0.175,3.828,3.14,0.18,9.074,8.535,11.643,5.767,6.979,16.544,20.822,20.963,11.82,16.521
3675747829,106.619,0.501,0.082,0.962,0.804,0.081,1.802,0.175,3.944,3.475,0.175,9.163,7.764,11.569,5.738,7.593,16.423,18.8,20.053,13.499,17.83
3675747830,106.8,0.501,0.083,0.949,0.794,0.082,1.915,0.173,3.775,3.383,0.174,9.227,7.753,11.588,5.755,7.951,16.501,19.23,19.86,13.546,21.389
3675747831,107.113,0.501,0.083,0.98,0.794,0.081,2.078,0.186,4.349,2.938,0.171,9.236,6.889,11.658,5.784,8.102,16.711,17.288,21.023,13.766,19.516
3675747832,106.935,0.505,0.084,0.937,0.779,0.082,1.962,0.171,3.522,3.279,0.175,9.197,8.344,11.674,5.783,7.484,16.267,19.666,19.797,12.176,19.581
3675747833,106.777,0.499,0.082,0.971,0.795,0.08,1.854,0.171,4.165,3.201,0.17,9.128,7.15,11.582,5.786,7.33,16.689,18.753,20.245,12.585,18.376
3675747834,106.885,0.512,0.082,0.956,0.814,0.082,2.215,0.169,3.574,3.317,0.176,9.265,8.085,11.598,5.783,7.975,16.238,19.703,19.825,12.537,18.648
3675747835,106.805,0.497,0.082,0.948,0.84,0.08,1.739,0.173,3.941,3.335,0.179,9.159,7.499,11.601,5.756,7.757,16.149,15.784,20.536,11.825,17.389
3675747836,106.745,0.5,0.084,0.968,0.817,0.081,1.799,0.19,4.041,3.255,0.171,9.258,9.164,11.581,5.791,7.765,16.888,21.689,20.113,12.94,17.296
3675747837,106.791,0.503,0.082,1.008,0.807,0.08,1.912,0.175,4.11,3.894,0.173,9.454,6.855,11.492,5.821,6.581,16.883,16.629,20.069,12.63,16.223
3675747838,106.688,0.502,0.084,0.983,0.798,0.081,1.868,0.172,4.057,3.474,0.174,9.24,7.375,11.807,5.863,7.375,16.435,18.124,20.465,11.929,18.333
3675747839,106.737,0.495,0.082,1.013,0.807,0.08,1.815,0.18,4.819,3.789,0.176,9.186,7.203,11.721,5.886,7.152,16.222,18.258,19.817,16,18.696
3675747840,106.878,0.509,0.084,0.964,0.8,0.082,1.982,0.175,4.266,3.177,0.173,9.229,7.74,11.637,5.794,7.616,17.048,18.474,19.959,12.932,18.239
3675747841,106.838,0.498,0.083,0.926,0.793,0.081,1.749,0.18,4.036,3.419,0.173,9.264,7.217,11.509,5.714,7.126,16.398,17.997,20.801,12.657,17.969
3675747842,106.995,0.5,0.083,0.96,0.781,0.082,1.793,0.174,3.627,3.101,0.182,9.272,8.809,11.688,5.816,8.684,16.153,21.016,20.378,12.92,20.205
3675747843,106.91,0.508,0.083,0.934,0.794,0.081,1.853,0.179,3.705,2.957,0.18,9.151,7.336,11.527,5.718,7.241,16.386,17.384,19.806,11.929,18.673
3675747844,106.873,0.5,0.084,0.962,0.788,0.083,1.9,0.183,4.113,3.498,0.181,9.112,7.441,11.625,5.798,8.175,16.618,16.818,19.87,12.863,18.252
3675747845,106.668,0.502,0.083,0.98,0.8,0.082,2.011,0.219,4.079,3.182,0.176,8.949,8.013,11.751,5.869,8.135,15.541,18.767,21.102,13.399,20.361
3675747846,106.78,0.496,0.084,0.961,0.801,0.082,1.751,0.17,4.26,3.256,0.17,9.101,7.774,11.662,5.827,8.132,16.704,18.645,19.643,13.393,19.841
3675747847,106.995,0.506,0.082,0.993,0.795,0.081,1.925,0.175,3.823,3.175,0.18,9.214,7.561,11.539,5.754,7.703,16.892,18.809,20.313,13.043,20.043
3675747848,106.708,0.503,0.084,0.94,0.812,0.082,2.115,0.181,3.797,3.813,0.182,9.101,9.084,11.684,5.862,7.977,16.293,20.001,20.37,13.165,21.739
3675747849,106.743,0.498,0.082,0.97,0.813,0.081,1.831,0.179,3.883,3.29,0.168,9.011,7.918,11.764,5.85,7.491,16.745,19.276,20.477,12.492,19.558
3675747850,106.836,0.504,0.084,0.971,0.799,0.081,1.918,0.176,4.108,3.774,0.174,8.961,7.93,11.654,5.794,7.356,15.659,20.988,20.87,12.776,17.38
3675747851,106.682,0.509,0.082,0.957,0.783,0.081,1.961,0.175,4.645,2.938,0.173,9.053,7.795,11.628,5.752,6.746,16.148,16.218,20.183,12.89,17.47
3675747852,106.78,0.501,0.085,0.968,0.836,0.082,1.771,0.182,3.52,3.476,0.182,9.137,7.931,11.597,5.873,7.975,16.38,19.367,20.841,14.282,18.104
3675747853,106.714,0.494,0.083,0.98,0.811,0.082,1.98,0.18,3.747,3.12,0.173,8.954,8.386,11.612,5.926,6.98,15.981,18.617,20.521,14.073,18.07
3675747854,106.922,0.496,0.083,0.945,0.818,0.081,1.925,0.169,4.41,3.755,0.174,9.1,8.024,11.633,5.819,7.572,16.83,20.243,20.024,13.379,17.552
3675747855,106.758,0.503,0.083,0.94,0.802,0.082,2.063,0.179,3.992,3.207,0.172,9.072,7.54,11.727,5.851,7.327,16.976,18.203,20.862,14.193,19.211
3675747856,106.526,0.499,0.083,0.924,0.821,0.08,1.899,0.173,3.555,3.328,0.175,9.028,7.189,11.642,5.794,7.756,16.842,18.43,19.965,13.364,18.819
3675747857,106.862,0.505,0.081,0.933,0.797,0.082,2.109,0.17,3.856,3.57,0.179,9.238,8.684,11.488,5.724,6.875,16.479,19.949,20.289,13.804,16.387
3675747858,106.672,0.503,0.083,0.948,0.786,0.081,1.802,0.178,4.51,3.316,0.172,9.227,7.435,11.556,5.832,7.608,16.274,17.911,20.258,13.143,19.168
3675747859,106.351,0.501,0.083,0.994,0.823,0.082,2.003,0.177,3.958,3.159,0.179,8.862,7.868,11.72,5.976,7.187,15.909,18.62,20.737,14.421,19.628
3675747860,106.442,0.503,0.082,1.005,0.821,0.08,2.04,0.183,3.887,3.209,0.189,8.98,7.083,11.742,5.813,7.956,16.844,17.423,20.269,12.461,20.258
3675747861,106.577,0.507,0.084,0.958,0.789,0.081,1.925,0.171,3.745,3.321,0.169,9.155,7.632,11.602,5.777,7.445,15.947,17.706,20.51,12.708,19.637
3675747862,106.708,0.507,0.083,0.963,0.811,0.08,1.746,0.18,4.83,3.255,0.172,9.136,7.702,11.616,5.794,7.125,16.111,18.093,20.428,12.551,16.81
3675747863,106.584,0.498,0.083,0.951,0.8,0.082,1.856,0.174,3.541,3.366,0.181,9.065,7.989,11.766,5.895,7.93,15.593,20.307,22.225,13.528,18.942
3675747864,106.52,0.494,0.083,0.993,0.815,0.081,1.822,0.182,4.572,3.42,0.185,8.977,7.598,11.758,5.857,7.899,16.022,19.85,20.474,12.754,18.763
3675747865,106.767,0.513,0.083,0.982,0.799,0.083,1.776,0.181,3.8,3.476,0.174,9.152,7.872,11.803,5.932,7.457,15.872,20.438,20.664,13.415,20.877
3675747866,107.113,0.506,0.084,0.951,0.798,0.082,1.918,0.176,3.762,3.539,0.176,9.063,7.201,11.608,5.75,7.836,16.432,18.398,20.851,12.924,17.769
3675747867,106.917,0.503,0.083,0.954,0.809,0.081,1.887,0.176,3.771,4.128,0.173,9.039,8.275,11.55,5.791,7.272,16.479,19.564,20.591,12.841,20.015
3675747868,106.521,0.504,0.083,0.974,0.811,0.081,2.25,0.177,4.068,3.395,0.171,8.968,7.109,11.755,5.909,7.746,16.273,19.296,20.515,14.119,17.445
3675747869,106.508,0.504,0.082,0.984,0.796,0.081,2.15,0.176,4.065,3.511,0.177,9.01,8.422,11.759,5.773,7.888,16.309,18.195,20.012,12.457,18.647
3675747870,106.497,0.517,0.083,0.949,0.795,0.081,1.909,0.177,4.084,4.011,0.167,9.076,6.97,11.684,5.852,7.848,18.219,18.958,20.676,12.751,18.733
3675747871,106.685,0.559,0.083,1.019,0.805,0.081,2.617,0.177,4.303,3.514,0.173,8.818,7.997,11.819,5.926,7.103,16.873,18.56,21.273,13.751,17.363
3675747872,106.409,0.607,0.083,1.002,0.839,0.081,2.993,0.173,3.731,3.267,0.177,8.751,7.014,11.7,6.177,8.299,17.009,16.74,20.311,15.574,19.335
3675747873,106.595,0.542,0.082,1.009,0.828,0.081,2.318,0.176,4.035,3.644,0.175,8.76,8.445,11.714,5.815,7.427,16.501,19.11,20.984,12.105,20.543
3675747874,106.929,0.514,0.084,0.934,0.774,0.082,1.985,0.177,4.028,3.074,0.172,9.302,7.236,11.396,5.713,7.913,17.028,17.722,20.457,12.33,19.894
3675747875,106.584,0.509,0.083,0.969,0.784,0.082,2.033,0.174,4.372,3.521,0.169,8.957,7.937,11.838,5.854,7.2,16.385,18.594,20.977,12.299,17.715
3675747876,106.559,0.535,0.084,0.953,0.815,0.081,2.124,0.176,3.665,3.365,0.171,8.831,7.388,11.881,5.981,8.104,16.133,16.82,20.901,14.361,18.915
3675747877,106.652,0.531,0.083,1.002,0.809,0.081,2.127,0.176,4.099,3.351,0.174,9.013,7.621,11.701,5.896,7.554,16.614,17.785,20.233,13.47,18.069
3675747878,106.522,0.527,0.083,1.011,0.799,0.08,2.471,0.17,4.293,3.387,0.182,8.925,7.655,11.665,5.78,7.166,16.127,20.385,20.278,12.134,18.549
3675747879,106.539,0.53,0.082,0.984,0.803,0.082,2.01,0.171,3.91,3.071,0.173,9.317,7.484,11.56,5.851,8.039,16.795,19.12,20.041,13.29,19.554
3675747880,106.481,0.509,0.082,0.95,0.815,0.081,2.107,0.181,4.288,3.637,0.179,9.005,7.571,11.872,5.851,7.322,16.161,20.23,20.522,12.129,17.301
3675747881,106.533,0.512,0.083,0.993,0.769,0.082,1.885,0.174,3.852,3.392,0.177,9.182,7.592,11.727,5.828,8.158,16.712,18.016,20.706,12.382,19.925
3675747882,106.446,0.513,0.084,1.008,0.786,0.081,2.04,0.174,5.064,3.21,0.176,9.161,7.783,11.71,5.968,7.512,18.563,21.395,20.725,14.513,20.119
3675747883,106.408,0.513,0.082,0.99,0.793,0.082,1.881,0.181,3.827,3.154,0.176,9.146,7.957,11.777,5.937,7.977,16.607,21.312,20.302,13.979,18.535
3675747884,106.343,0.519,0.082,0.984,0.78,0.081,2.305,0.172,3.959,3.203,0.179,9.247,7.172,11.747,5.83,8.039,16.859,18.257,21.051,12.601,20.612
3675747885,106.357,0.548,0.083,0.962,0.803,0.082,2.325,0.174,3.935,3.188,0.176,8.955,7.755,11.647,5.809,7.749,16.162,18.083,20.439,12.459,18.848
3675747886,106.523,0.566,0.083,0.98,0.806,0.081,2.505,0.175,3.796,3.475,0.174,9.059,6.96,11.564,5.783,7.181,16.381,17.355,20.244,12.764,17.156
3675747887,107.156,0.97,0.083,1.117,0.929,0.082,5.37,0.183,4.734,4.146,0.174,9.002,7.479,11.799,5.957,8.379,21.141,18.202,21.319,13.231,19.943
3675747888,106.849,0.624,0.083,1.015,0.828,0.081,2.529,0.181,3.88,3.311,0.177,8.818,7.656,12.137,6.106,6.913,17.951,18.249,21.619,14.167,17.686
3675747889,106.091,0.584,0.083,1.022,0.801,0.083,2.414,0.18,4.298,3.251,0.181,8.513,8.793,12.102,6.105,8.885,16.946,20.371,21.355,13.898,19.752
3675747890,106.958,0.961,0.083,1.063,0.939,0.081,4.715,0.179,4.259,4.239,0.174,8.732,6.811,12.024,6.098,6.981,19.093,18.753,21.356,14.811,19.112
3675747891,106.606,0.579,0.084,0.973,0.827,0.081,2.541,0.181,3.694,3.034,0.172,8.672,8.21,12.2,6.084,7.941,17.116,18.233,21.324,13.794,18.442
